SECID,BOARDID,BID,BIDDEPTH,OFFER,OFFERDEPTH,SPREAD,BIDDEPTHT,OFFERDEPTHT,OPEN,LOW,HIGH,LAST,LASTCHANGE,LASTCHANGEPRCNT,QTY,VALUE,VALUE_USD,WAPRICE,LASTCNGTOLASTWAPRICE,WAPTOPREVWAPRICEPRCNT,WAPTOPREVWAPRICE,CLOSEPRICE,MARKETPRICETODAY,MARKETPRICE,LASTTOPREVPRICE,NUMTRADES,VOLTODAY,VALTODAY,VALTODAY_USD,ETFSETTLEPRICE,TRADINGSTATUS,UPDATETIME,LASTBID,LASTOFFER,LCLOSEPRICE,LCURRENTPRICE,MARKETPRICE2,NUMBIDS,NUMOFFERS,CHANGE,TIME,HIGHBID,LOWOFFER,PRICEMINUSPREVWAPRICE,OPENPERIODPRICE,SEQNUM,SYSTIME,CLOSINGAUCTIONPRICE,CLOSINGAUCTIONVOLUME,ISSUECAPITALIZATION,ISSUECAPITALIZATION_UPDATETIME,ETFSETTLECURRENCY,VALTODAY_RUR,TRADINGSESSION,TRENDISSUECAPITALIZATION
MTSS,TQBR,,,,,0,0,0,306.9,302.05,308.0,304.1,0,0,1,3041.0,33.9,304.65,0,-0.34,-1.05,,304.7,305.5,-0.77,17551,2658870,810058327,9030489,,N,23:50:05,,,304.15,304.05,304.7,,,-2.35,23:49:58,,,-1.6,304.7,20240526000501,2024-05-26 00:05:01,304.15,9130.0,607707836957.5,23:49:58,,810058327,,0.0
MVID,TQBR,,,,,0,0,0,180.0,171.4,180.8,174.7,0,0,50,8735.0,97.38,174.9,0,-4.69,-8.6,,175.2,184.0,-3.16,46067,2487964,435240087,4852034,,N,23:50:05,,,173.0,174.5,175.2,,,-5.7,23:49:47,,,-8.8,173.0,20240526000501,2024-05-26 00:05:01,173.0,61.0,31405509256.9,23:49:47,,435240087,,0.0
NAUK,TQBR,,,,,0,0,0,704.5,655.0,710.5,671.5,0,0,1,6715.0,74.86,682.5,0,-3.74,-26.5,,682.5,709.0,-4.68,211,5170,3528435,39335,,N,23:50:04,,,671.5,671.5,682.5,,,-33.0,18:39:33,,,-37.5,,20240526000501,2024-05-26 00:05:01,671.5,,7916649250.0,18:39:33,,3528435,,0.0
NFAZ,TQBR,,,,,0,0,0,495.5,492.0,519.0,494.0,0,0,7,34580.0,385.5,505.0,0,1.41,7.0,,505.0,498.0,-0.6,203,5610,2832745,31579,,N,23:50:04,,,494.0,494.0,505.0,,,-3.0,18:45:28,,,-4.0,,20240526000501,2024-05-26 00:05:01,494.0,70.0,3971214624.0,18:45:28,,2832745,,0.0
NKHP,TQBR,,,,,0,0,0,1084.5,1000.0,1097.0,1002.0,0,0,1,10020.0,111.7,1026.5,0,-6.17,-67.5,,1026.5,1094.0,-7.56,4110,119250,122412655,1364650,,N,23:50:04,,,1002.0,1002.0,1026.5,,,-82.0,18:49:49,,,-92.0,1084.5,20240526000501,2024-05-26 00:05:01,1002.0,90.0,67732194000.0,18:49:49,,122412655,,0.0
NKNC,TQBR,,,,,0,0,0,100.3,98.65,100.9,99.0,0,0,100,99000.0,1103.65,99.85,0,0.45,0.45,,99.85,99.4,-1.3,965,103250,10308768,114922,,N,23:50:04,,,99.0,99.0,99.85,,,-1.3,18:49:35,,,-0.4,100.3,20240526000501,2024-05-26 00:05:01,99.0,200.0,159514344000.0,18:49:35,,10308768,,0.0
NKNCP,TQBR,,,,,0,0,0,77.2,77.2,78.98,77.54,0,0,16,12406.4,138.31,77.7,0,0.1,0.08,,77.7,77.62,0.23,2318,261360,20307385,226386,,N,23:50:04,,,77.54,77.54,77.7,,,0.18,18:48:29,,,-0.08,77.2,20240526000501,2024-05-26 00:05:01,77.54,1070.0,16979999975.0,18:48:29,,20307385,,0.0
NKSH,TQBR,,,,,0,0,0,72.2,70.0,72.25,70.05,0,0,4,28020.0,312.37,70.85,0,-2.41,-1.75,,70.85,72.6,-3.58,127,24700,1749715,19506,,N,23:50:04,,,70.05,70.55,70.85,,,-2.6,18:45:11,,,-2.55,,20240526000501,2024-05-26 00:05:01,70.05,500.0,4464368528.55,18:45:11,,1749715,,0.0
NLMK,TQBR,,,,,0,0,0,256.32,251.1,256.92,255.44,0,0,1,2554.4,28.48,253.94,0,-0.49,-1.24,,253.98,255.04,-0.34,53765,18023610,4576888768,51022922,,N,23:50:05,,,253.34,255.38,253.98,,,-0.86,23:49:58,,,0.26,253.1,20240526000501,2024-05-26 00:05:01,253.34,19500.0,1530909966185.6,23:49:58,,4576888768,,0.0
NMTP,TQBR,,,,,0,0,0,12.225,11.855,12.45,12.16,0,0,32,38912.0,433.79,12.16,0,-0.57,-0.07,,12.16,12.235,-0.08,23782,25774000,313392959,3493689,,N,23:50:05,,,12.23,12.14,12.16,,,-0.01,23:49:31,,,-0.07,12.21,20240526000501,2024-05-26 00:05:01,12.23,9000.0,234199355264.0,23:49:31,,313392959,,0.0
NNSB,TQBR,,,,,0,0,0,4910.0,4900.0,4950.0,4950.0,0,0,1,4950.0,55.18,4910.0,0,-1.41,-70.0,,4950.0,4970.0,0.81,18,37,181580,2024,,N,23:50:04,,,4910.0,4910.0,,,,40.0,17:17:35,,,-30.0,,20240526000501,2024-05-26 00:05:01,4910.0,,19401030000.0,17:17:35,,181580,,0.0
NNSBP,TQBR,,,,,0,0,0,1704.0,1602.0,1712.0,1636.0,0,0,1,1636.0,18.24,1650.0,0,-4.29,-74.0,,1650.0,1714.0,-4.55,158,587,968312,10795,,N,23:50:04,,,1636.0,1638.0,1650.0,,,-78.0,18:45:24,,,-88.0,,20240526000501,2024-05-26 00:05:01,1636.0,1.0,1739905632.0,18:45:24,,968312,,0.0
NSVZ,TQBR,,,,,0,0,0,528.5,501.5,537.0,512.5,0,0,1,5125.0,57.13,518.0,0,-2.36,-12.5,,518.0,530.5,-2.66,740,23930,12401130,138247,,N,23:50:04,,,512.5,512.5,518.0,,,-14.0,18:47:01,,,-18.0,,20240526000501,2024-05-26 00:05:01,512.5,70.0,8047050525.0,18:47:01,,12401130,,0.0
NVTK,TQBR,,,,,0,0,0,1165.0,1120.2,1173.2,1120.4,0,0,10,11204.0,124.9,1143.4,0,-2.09,-24.4,,1150.8,1168.0,-3.81,57398,1921990,2197773449,24500666,,N,23:50:05,,,1136.8,1121.0,1150.8,,,-44.4,23:49:57,,,-47.4,1139.0,20240526000501,2024-05-26 00:05:01,1136.8,140626.0,3401877242400.0,23:49:57,,2197773449,,0.0
OGKB,TQBR,,,,,0,0,0,0.5313,0.5118,0.5448,0.5139,0,0,18,9250.2,103.12,0.5271,0,-1.18,-0.0063,,0.5332,0.5338,-3.02,6539,206852000,109026639,1215423,,N,23:50:05,,,0.5322,0.5142,0.5332,,,-0.016,23:49:50,,,-0.0195,0.533,20240526000501,2024-05-26 00:05:01,0.5322,197000.0,56755712571.09,23:49:50,,109026639,,0.0
OKEY,TQBR,,,,,0,0,0,31.29,30.38,31.4,30.41,0,0,8,2432.8,27.12,30.81,0,-0.93,-0.29,,30.81,31.1,-2.0,1018,202960,6253168,69710,,N,23:50:04,,,30.41,30.41,30.81,,,-0.62,18:49:15,,,-0.69,31.29,20240526000501,2024-05-26 00:05:01,30.41,3240.0,,,,6253168,,
OMZZP,TQBR,,,,,0,0,0,20860.0,20000.0,21040.0,20780.0,0,0,1,20780.0,231.65,20540.0,0,-2.65,-560.0,,20540.0,21140.0,-0.67,48,53,1088980,12140,,N,23:50:04,,,20780.0,20780.0,20540.0,,,-140.0,18:34:16,,,-320.0,,20240526000501,2024-05-26 00:05:01,20780.0,,57145000000.0,18:34:16,,1088980,,0.0
OZON,TQBR,,,,,0,0,0,4640.5,4482.5,4674.0,4532.0,0,0,90,407880.0,4547.03,4568.5,0,-1.74,-81.0,,4571.5,4649.5,-2.35,26492,492233,2248898486,25070605,,N,23:50:05,,,4547.0,4533.5,4571.5,,,-109.0,23:49:58,,,-117.5,4547.0,20240526000501,2024-05-26 00:05:01,4547.0,12.0,,,,2248898486,,
PHOR,TQBR,,,,,0,0,0,6190.0,6182.0,6279.0,6266.0,0,0,15,93990.0,1047.8,6240.0,0,0.66,41.0,,6239.0,6198.0,1.36,13654,86800,541805096,6040016,,N,23:50:05,,,6271.0,6263.0,6239.0,,,84.0,23:49:47,,,67.0,6271.0,20240526000501,2024-05-26 00:05:01,6271.0,14.0,811447000000.0,23:49:47,,541805096,,0.0
PIKK,TQBR,,,,,0,0,0,863.1,851.0,872.6,869.1,0,0,5,4345.5,48.44,865.0,0,1.22,10.4,,864.8,853.4,0.71,27769,807726,698662418,7788653,,N,23:50:05,,,868.6,870.2,864.8,,,6.1,23:49:40,,,14.5,863.6,20240526000501,2024-05-26 00:05:01,868.6,3773.0,574038241670.4,23:49:40,,698662418,,0.0
PLZL,TQBR,,,,,0,0,0,14055.5,13700.5,14123.0,13770.0,0,0,5,68850.0,767.54,13931.5,0,-0.34,-47.0,,13956.5,13983.0,-1.21,22526,164413,2289839468,25527013,,N,23:50:05,,,13784.0,13769.0,13956.5,,,-168.5,23:49:53,,,-208.5,13784.0,20240526000501,2024-05-26 00:05:01,13784.0,502.0,1873675638000.0,23:49:53,,2289839468,,0.0
PMSB,TQBR,,,,,0,0,0,288.3,260.0,291.5,260.0,0,0,20,52000.0,579.69,276.2,0,-13.01,-41.3,,276.2,317.5,-18.83,9725,699660,193231817,2154138,,N,23:50:04,,,260.0,260.0,276.2,,,-60.3,18:49:56,,,-57.5,288.3,20240526000501,2024-05-26 00:05:01,260.0,450.0,9414849600.0,18:49:56,,193231817,,0.0
PMSBP,TQBR,,,,,0,0,0,290.2,262.0,295.8,263.0,0,0,1,2630.0,29.32,281.4,0,-10.04,-31.4,,281.4,312.8,-18.42,3732,197590,55605332,619885,,N,23:50:04,,,263.0,263.2,281.4,,,-59.4,18:47:42,,,-49.8,290.2,20240526000501,2024-05-26 00:05:01,263.0,1170.0,2985970500.0,18:47:42,,55605332,,0.0
POLY,TQBR,,,,,0,0,0,292.2,280.4,294.2,282.3,0,0,1,282.3,3.15,286.2,0,-3.05,-9.0,,288.4,295.7,-3.39,12012,471178,134853214,1503337,,N,23:50:05,,,284.1,282.1,288.4,,,-9.9,23:49:51,,,-12.9,284.9,20240526000501,2024-05-26 00:05:01,284.1,3034.0,145457846903.7,23:49:51,,134853214,,0.0
POSI,TQBR,,,,,0,0,0,3095.0,3036.0,3111.2,3053.6,0,0,1,3053.6,34.04,3076.6,0,-1.32,-41.2,,3078.0,3116.2,-2.6,21993,295672,909673303,10140991,,N,23:50:05,,,3072.0,3053.6,3078.0,,,-81.4,23:49:50,,,-64.2,3074.0,20240526000501,2024-05-26 00:05:01,3072.0,175.0,201537600000.0,23:49:50,,909673303,,0.0
PRFN,TQBR,,,,,0,0,0,6.034,5.73,6.034,5.8,0,0,10,5800.0,64.66,5.854,0,-3.14,-0.19,,5.854,6.044,-3.49,881,973300,5697793,63519,,N,23:50:04,,,5.8,5.798,5.854,,,-0.21,18:45:12,,,-0.244,,20240526000501,2024-05-26 00:05:01,5.8,8100.0,4862067210.0,18:45:12,,5697793,,0.0
PRMB,TQBR,,,,,0,0,0,35600.0,34200.0,35600.0,34800.0,0,0,1,34800.0,387.95,35000.0,0,-0.57,-200.0,,35000.0,35200.0,-1.69,16,17,593600,6617,,N,23:50:04,,,34800.0,34800.0,35000.0,,,-600.0,17:56:52,,,-400.0,,20240526000501,2024-05-26 00:05:01,34800.0,,8700000000.0,17:56:52,,593600,,0.0
QIWI,TQBR,,,,,0,0,0,185.0,183.0,196.0,184.2,0,0,60,11052.0,123.21,187.6,0,0.32,0.6,,187.8,187.2,-0.86,8148,887456,166453364,1855614,,N,23:50:05,,,185.6,184.4,187.8,,,-1.6,23:49:31,,,-2.8,185.6,20240526000501,2024-05-26 00:05:01,185.6,416.0,,,,166453364,,
RASP,TQBR,,,,,0,0,0,405.7,402.0,408.0,405.4,0,0,2,8108.0,90.39,404.35,0,-0.41,-1.65,,404.35,405.95,-0.07,2539,386680,156361823,1743114,,N,23:50:05,,,403.95,405.45,404.35,,,-0.3,23:49:49,,,-0.6,405.7,20240526000501,2024-05-26 00:05:01,403.95,300.0,269888530357.2,23:49:49,,156361823,,0.0
RBCM,TQBR,,,,,0,0,0,19.462,18.222,19.462,18.35,0,0,1,1835.0,20.46,18.768,0,-4.26,-0.836,,18.768,19.606,-5.4,5908,6381800,119778989,1335290,,N,23:50:04,,,18.35,18.35,18.768,,,-1.048,18:49:53,,,-1.254,19.462,20240526000501,2024-05-26 00:05:01,18.35,4300.0,6709329033.5,18:49:53,,119778989,,0.0
RDRB,TQBR,,,,,0,0,0,208.0,203.0,208.5,206.0,0,0,4,8240.0,91.86,206.0,0,0.0,0.0,,206.0,206.0,-0.72,795,55180,11377520,126836,,N,23:50:04,,,206.0,206.0,206.0,,,-1.5,18:45:43,,,0.0,208.0,20240526000501,2024-05-26 00:05:01,206.0,50.0,4423384646.0,18:45:43,,11377520,,0.0
RENI,TQBR,,,,,0,0,0,109.0,104.94,110.02,106.2,0,0,20,21240.0,236.78,106.94,0,-2.8,-3.08,,106.94,110.02,-2.57,4922,3186330,340740328,3798556,,N,23:50:04,,,106.2,106.2,106.94,,,-2.8,18:48:50,,,-3.82,109.0,20240526000501,2024-05-26 00:05:01,106.2,2150.0,59148385236.0,18:48:50,,340740328,,0.0
RGSS,TQBR,,,,,0,0,0,0.3178,0.314,0.33,0.3206,0,0,3,961.8,10.72,0.3212,0,0.69,0.0022,,0.3212,0.319,0.88,1364,45984000,14768292,164636,,N,23:50:04,,,0.3206,0.3184,0.3212,,,0.0028,18:45:18,,,0.0016,0.3178,20240526000501,2024-05-26 00:05:01,0.3206,13000.0,156934899337.35,18:45:18,,14768292,,0.0
RKKE,TQBR,,,,,0,0,0,26200.0,25200.0,26460.0,25310.0,0,0,1,25310.0,282.15,25590.0,0,-3.32,-880.0,,25590.0,26470.0,-3.4,349,493,12616150,140644,,N,23:50:04,,,25340.0,25340.0,25590.0,,,-890.0,18:38:43,,,-1160.0,,20240526000501,2024-05-26 00:05:01,25340.0,,45745319310.0,18:38:43,,12616150,,0.0
RNFT,TQBR,,,,,0,0,0,221.4,205.6,223.7,209.6,0,0,1,209.6,2.34,212.1,0,-4.72,-10.5,,212.3,222.7,-5.29,73220,15994609,3391902295,37812753,,N,23:50:05,,,210.5,209.6,212.3,,,-11.7,23:49:58,,,-13.0,210.9,20240526000501,2024-05-26 00:05:01,210.5,5154.0,61647552000.0,23:49:58,,3391902295,,0.0
ROLO,TQBR,,,,,0,0,0,1.163,1.1202,1.1712,1.1238,0,0,1,1123.8,12.53,1.1404,0,-2.33,-0.0272,,1.1404,1.1676,-3.39,4368,66460000,75785731,844855,,N,23:50:04,,,1.1238,1.1238,1.1404,,,-0.0394,18:48:05,,,-0.0438,1.163,20240526000501,2024-05-26 00:05:01,1.1238,171000.0,33715123800.0,18:48:05,,75785731,,0.0
ROSB,TQBR,,,,,0,0,0,121.2,116.0,122.6,118.0,0,0,45,53100.0,591.96,117.6,0,-1.67,-2.0,,117.6,119.6,-2.64,1399,364210,42863340,477838,,N,23:50:04,,,118.0,118.0,117.6,,,-3.2,18:48:15,,,-1.6,121.2,20240526000501,2024-05-26 00:05:01,118.0,2300.0,183065418654.0,18:48:15,,42863340,,0.0
ROSN,TQBR,,,,,0,0,0,593.6,582.3,594.45,585.1,0,0,5,2925.5,32.61,587.4,0,-1.0,-5.95,,587.65,593.4,-1.36,59941,3990201,2344138391,26132335,,N,23:50:05,,,587.4,585.35,587.65,,,-8.05,23:49:57,,,-8.25,586.5,20240526000501,2024-05-26 00:05:01,587.4,2319.0,6200993840726.7,23:49:57,,2344138391,,0.0
ROST,TQBR,,,,,0,0,0,176.4,168.4,190.0,170.8,0,0,1,1708.0,19.04,179.8,0,2.16,3.8,,179.8,176.0,-2.95,1341,109230,19640090,218947,,N,23:50:04,,,170.8,170.8,179.8,,,-5.2,18:47:51,,,-5.2,,20240526000501,2024-05-26 00:05:01,170.8,210.0,2784951047.2,18:47:51,,19640090,,0.0
RTGZ,TQBR,,,,,0,0,0,47300.0,45400.0,49300.0,45400.0,0,0,1,45400.0,506.12,47400.0,0,2.6,1200.0,,47400.0,46200.0,-4.02,43,43,2036400,22702,,N,23:50:04,,,45500.0,45500.0,47400.0,,,-1900.0,17:23:41,,,-800.0,,20240526000501,2024-05-26 00:05:01,45500.0,,5459168400.0,17:23:41,,2036400,,0.0
RTKM,TQBR,,,,,0,0,0,106.7,103.03,107.01,105.37,0,0,1,1053.7,11.75,104.9,0,-0.74,-0.78,,104.93,105.59,-0.97,20613,9882970,1036733358,11557450,,N,23:50:05,,,105.36,105.24,104.93,,,-1.03,23:49:43,,,-0.31,105.15,20240526000501,2024-05-26 00:05:01,105.36,3810.0,345929491778.73,23:49:43,,1036733358,,0.0
RTKMP,TQBR,,,,,0,0,0,87.2,84.65,87.2,85.55,0,0,3,2566.5,28.61,85.85,0,-2.28,-2.0,,85.95,88.0,-1.33,10189,2962740,254385365,2835875,,N,23:50:05,,,85.8,85.55,85.95,,,-1.15,23:49:58,,,-2.3,85.3,20240526000501,2024-05-26 00:05:01,85.8,620.0,17928298325.85,23:49:58,,254385365,,0.0
RTSB,TQBR,,,,,0,0,0,4.775,4.505,4.8,4.715,0,0,1,4715.0,52.56,4.66,0,-2.41,-0.115,,4.66,4.775,-1.05,98,245000,1141175,12722,,N,23:50:04,,,4.715,4.715,4.66,,,-0.05,18:48:22,,,-0.06,,20240526000501,2024-05-26 00:05:01,4.715,1000.0,38327125447.34,18:48:22,,1141175,,0.0
RTSBP,TQBR,,,,,0,0,0,2.236,2.12,2.28,2.128,0,0,4,8512.0,94.89,2.188,0,-2.84,-0.064,,2.188,2.254,-5.25,122,342000,748468,8344,,N,23:50:04,,,2.128,2.128,2.188,,,-0.118,18:45:21,,,-0.124,,20240526000501,2024-05-26 00:05:01,2.128,5000.0,1969968880.77,18:45:21,,748468,,0.0
RUAL,TQBR,,,,,0,0,0,45.1,44.05,45.625,44.21,0,0,171,75599.1,842.77,44.59,0,-0.23,-0.105,,44.605,44.605,-1.91,37550,36885350,1644658133,18334565,,N,23:50:05,,,44.51,44.21,44.605,,,-0.86,23:49:55,,,-0.485,44.47,20240526000501,2024-05-26 00:05:01,44.51,500120.0,671683187049.02,23:49:55,,1644658133,,0.0
RUSI,TQBR,,,,,0,0,0,122.4,116.5,124.1,118.7,0,0,1,1187.0,13.23,118.9,0,-3.41,-4.2,,118.9,123.1,-3.5,862,75600,8988646,100205,,N,23:50:04,,,118.4,118.4,118.9,,,-4.3,18:37:41,,,-4.4,,20240526000501,2024-05-26 00:05:01,118.4,,12938300000.0,18:37:41,,8988646,,0.0
RZSB,TQBR,,,,,0,0,0,44.28,43.0,44.48,43.56,0,0,1,4356.0,48.56,43.58,0,-1.18,-0.52,,43.58,44.14,-1.63,257,79200,3451064,38472,,N,23:50:04,,,43.56,43.56,43.58,,,-0.72,18:45:07,,,-0.54,44.28,20240526000501,2024-05-26 00:05:01,43.56,100.0,9014315983.2,18:45:07,,3451064,,0.0
SAGO,TQBR,,,,,0,0,0,3.88,3.705,3.88,3.715,0,0,1,3715.0,41.41,3.775,0,-2.2,-0.085,,3.775,3.86,-4.25,130,336000,1269010,14147,,N,23:50:04,,,3.715,3.72,3.775,,,-0.165,18:45:03,,,-0.145,,20240526000501,2024-05-26 00:05:01,3.715,14000.0,13147119496.38,18:45:03,,1269010,,0.0
SAGOP,TQBR,,,,,0,0,0,3.995,3.95,4.045,3.98,0,0,1,3980.0,44.37,3.98,0,0.13,0.005,,3.98,3.98,0.51,87,436000,1735960,19352,,N,23:50:04,,,3.98,3.98,3.98,,,0.02,18:45:05,,,0.005,,20240526000501,2024-05-26 00:05:01,3.98,1000.0,2077532458.4,18:45:05,,1735960,,0.0
SARE,TQBR,,,,,0,0,0,0.609,0.586,0.609,0.59,0,0,19,112100.0,1249.69,0.593,0,-2.31,-0.014,,0.593,0.607,-3.28,63,1350000,800070,8919,,N,23:50:04,,,0.59,0.59,0.593,,,-0.02,18:45:29,,,-0.017,,20240526000501,2024-05-26 00:05:01,0.59,230000.0,2870425517.64,18:45:29,,800070,,0.0
SAREP,TQBR,,,,,0,0,0,0.3455,0.3405,0.3525,0.342,0,0,4,13680.0,152.5,0.3435,0,-1.72,-0.006,,0.3455,0.3495,-2.01,63,960000,329990,3679,,N,23:50:04,,,0.342,0.342,,,,-0.007,18:45:21,,,-0.0075,,20240526000501,2024-05-26 00:05:01,0.342,40000.0,510714072.0,18:45:21,,329990,,0.0
SBER,TQBR,,,,,0,0,0,323.83,319.78,324.48,321.0,0,0,1,3210.0,35.78,321.65,0,-0.38,-1.22,,321.69,322.79,-0.79,69257,26594700,8554310667,95363018,,N,23:50:05,,,321.3,321.11,321.69,,,-2.54,23:49:56,,,-1.87,321.6,20240526000501,2024-05-26 00:05:01,321.3,8500.0,6929410308000.0,23:49:56,,8554310667,,0.0
SBERP,TQBR,,,,,0,0,0,323.6,320.05,325.25,321.58,0,0,1,3215.8,35.85,322.0,0,-0.32,-1.02,,322.07,322.88,-0.66,13911,3270080,1053120665,11740135,,N,23:50:05,,,321.64,321.64,322.07,,,-2.13,23:49:52,,,-1.44,322.43,20240526000501,2024-05-26 00:05:01,321.64,5560.0,321580000000.0,23:49:52,,1053120665,,0.0
SELG,TQBR,,,,,0,0,0,74.07,71.01,75.87,71.29,0,0,60,42774.0,476.84,72.62,0,-2.31,-1.72,,72.69,74.39,-3.49,11522,3643680,264614198,2949906,,N,23:50:05,,,71.6,71.27,72.69,,,-2.58,23:49:51,,,-3.05,71.98,20240526000501,2024-05-26 00:05:01,71.6,2150.0,73428700000.0,23:49:51,,264614198,,0.0
SFIN,TQBR,,,,,0,0,0,1424.0,1331.4,1429.0,1349.6,0,0,119,160602.4,1790.39,1368.2,0,-5.05,-72.8,,1368.2,1441.0,-5.21,18565,324533,444012086,4949824,,N,23:50:04,,,1349.6,1349.4,1368.2,,,-74.2,18:48:51,,,-91.4,1424.0,20240526000501,2024-05-26 00:05:01,1349.6,233.0,150666362733.6,18:48:51,,444012086,,0.0
SGZH,TQBR,,,,,0,0,0,3.46,3.263,3.524,3.288,0,0,1302,428097.6,4772.41,3.39,0,-3.14,-0.11,,3.423,3.502,-5.16,53524,340265000,1153337683,12857350,,N,23:50:05,,,3.341,3.283,3.423,,,-0.179,23:49:58,,,-0.212,3.341,20240526000501,2024-05-26 00:05:01,3.341,663800.0,51588720000.0,23:49:58,,1153337683,,0.0
SIBN,TQBR,,,,,0,0,0,742.95,722.3,744.4,729.2,0,0,1,729.2,8.13,732.5,0,-1.76,-13.15,,732.8,745.9,-1.84,20814,817853,599090127,6678626,,N,23:50:05,,,734.45,729.15,732.8,,,-13.65,23:49:50,,,-16.45,734.45,20240526000501,2024-05-26 00:05:01,734.45,973.0,3457355696758.8,23:49:50,,599090127,,0.0
SLEN,TQBR,,,,,0,0,0,4.765,4.6,4.785,4.62,0,0,1,462.0,5.15,4.675,0,-1.89,-0.09,,4.675,4.765,-3.04,317,379400,1773328,19769,,N,23:50:04,,,4.62,4.62,4.675,,,-0.145,18:45:13,,,-0.145,,20240526000501,2024-05-26 00:05:01,4.62,6800.0,5715750551.28,18:45:13,,1773328,,0.0
SMLT,TQBR,,,,,0,0,0,3570.0,3455.0,3579.0,3493.5,0,0,1,3493.5,38.95,3499.0,0,-2.51,-90.0,,3502.5,3591.0,-2.03,23040,310660,1087023347,12118081,,N,23:50:05,,,3493.5,3490.0,3502.5,,,-72.5,23:49:44,,,-95.5,3500.0,20240526000501,2024-05-26 00:05:01,3493.5,86.0,215127487173.0,23:49:44,,1087023347,,0.0
SNGS,TQBR,,,,,0,0,0,32.855,31.545,32.97,31.74,0,0,198,628452.0,7005.95,32.06,0,-2.82,-0.93,,32.09,33.01,-3.2,28285,71764300,2300726223,25648378,,N,23:50:05,,,31.85,31.745,32.09,,,-1.05,23:49:51,,,-1.25,31.85,20240526000501,2024-05-26 00:05:01,31.85,198900.0,1133943071936.7,23:49:51,,2300726223,,0.0
SNGSP,TQBR,,,,,0,0,0,71.755,69.855,71.76,70.705,0,0,4,28282.0,315.29,70.66,0,-1.55,-1.11,,70.65,71.78,-1.26,79675,79337100,5605805613,62493234,,N,23:50:05,,,70.9,70.71,70.65,,,-0.905,23:49:55,,,-1.065,71.0,20240526000501,2024-05-26 00:05:01,70.9,27600.0,544569785205.67,23:49:55,,5605805613,,0.01
SOFL,TQBR,,,,,0,0,0,177.3,170.3,177.36,170.84,0,0,10,17084.0,190.45,172.8,0,-2.75,-4.88,,173.1,177.82,-3.21,19196,3592220,620754013,6920134,,N,23:50:05,,,173.04,170.76,173.1,,,-5.66,23:49:10,,,-6.84,171.6,20240526000501,2024-05-26 00:05:01,173.04,1240.0,55352160000.0,23:49:10,,620754013,,0.0
SPBE,TQBR,,,,,0,0,0,118.5,113.5,119.1,115.6,0,0,1,115.6,1.29,116.0,0,-2.11,-2.5,,116.1,118.5,-2.36,10817,1630107,189104004,2108122,,N,23:50:05,,,116.4,115.4,116.1,,,-2.8,23:49:58,,,-2.9,116.7,20240526000501,2024-05-26 00:05:01,116.4,17.0,15356755649.2,23:49:58,,189104004,,0.0
STSB,TQBR,,,,,0,0,0,3.25,3.165,3.295,3.21,0,0,17,54570.0,608.34,3.24,0,-1.07,-0.035,,3.24,3.275,-1.83,152,447000,1447885,16141,,N,23:50:04,,,3.21,3.21,3.24,,,-0.06,18:45:04,,,-0.065,3.25,20240526000501,2024-05-26 00:05:01,3.21,21000.0,2757629581.56,18:45:04,,1447885,,0.0
STSBP,TQBR,,,,,0,0,0,3.19,3.086,3.3,3.214,0,0,1,3214.0,35.83,3.196,0,1.2,0.038,,3.196,3.158,2.36,392,1413000,4514964,50333,,N,23:50:04,,,3.214,3.218,3.196,,,0.074,18:45:21,,,0.056,,20240526000501,2024-05-26 00:05:01,3.214,10000.0,842390569.9,18:45:21,,4514964,,0.0
SVAV,TQBR,,,,,0,0,0,1022.0,993.0,1062.0,1017.5,0,0,1,1017.5,11.34,1031.5,0,0.78,8.0,,1032.5,1024.0,-0.44,19895,611077,630386965,7027522,,N,23:50:05,,,1010.0,1020.0,1032.5,,,-4.5,23:49:43,,,-6.0,1010.0,20240526000501,2024-05-26 00:05:01,1010.0,108.0,32037006017.5,23:49:43,,630386965,,0.0
SVCB,TQBR,,,,,0,0,0,18.655,18.095,18.78,18.22,0,0,1,1822.0,20.31,18.31,0,-2.14,-0.4,,18.32,18.71,-2.77,60415,30363200,555917378,6197339,,N,23:50:05,,,18.26,18.215,18.32,,,-0.52,23:49:40,,,-0.49,18.26,20240526000501,2024-05-26 00:05:01,18.26,6700.0,377043693842.5,23:49:40,,555917378,,0.0
SVET,TQBR,,,,,0,0,0,28.2,28.0,30.15,28.9,0,0,30,867.0,9.67,29.05,0,4.31,1.2,,29.05,27.85,3.21,4533,1144908,33262489,370809,,N,23:50:04,,,28.9,28.85,29.05,,,0.9,18:48:09,,,1.05,28.2,20240526000501,2024-05-26 00:05:01,28.9,467.0,645438150.0,18:48:09,,33262489,,0.0
TASB,TQBR,,,,,0,0,0,2.152,2.072,2.184,2.104,0,0,1,2104.0,23.46,2.126,0,-2.92,-0.064,,2.126,2.19,-3.04,104,376000,799238,8910,,N,23:50:04,,,2.104,2.104,2.126,,,-0.066,18:47:08,,,-0.086,,20240526000501,2024-05-26 00:05:01,2.104,25000.0,3210676395.52,18:47:08,,799238,,0.0
